"run","Group","block","label","Score","ob1","ob2","Pred"
"3","ES-EN",5,"ES-",0.6375,0.632455532033676,0.534522483824849,0.615487964487499
"4","ES-EN",5,"ES-",0.608333333333333,0.632455532033676,0.534522483824849,0.614739914216526
"0","ES-EU",5,"ES-",0.629166666666667,0.632455532033676,0.534522483824849,0.618249956416468
"1","ES-EU",5,"ES-",0.620833333333333,0.632455532033676,0.534522483824849,0.618530475268083
"2","ES-EU",5,"ES-",0.620833333333333,0.632455532033676,0.534522483824849,0.618156450132597
"3","ES-EU",5,"ES-",0.6125,0.632455532033676,0.534522483824849,0.617595412429367
"4","ES-EU",5,"ES-",0.641666666666667,0.632455532033676,0.534522483824849,0.618062943848725
"0","MONO",5,"ES-",0.620833333333333,0.632455532033676,0.534522483824849,0.600144240285967
"1","MONO",5,"ES-",0.591666666666667,0.632455532033676,0.534522483824849,0.597526064337562
"2","MONO",5,"ES-",0.620833333333333,0.632455532033676,0.534522483824849,0.60033125285371
"3","MONO",5,"ES-",0.5875,0.632455532033676,0.534522483824849,0.598928658595636
"4","MONO",5,"ES-",0.608333333333333,0.632455532033676,0.534522483824849,0.599022164879508
"0","ES-EN",1,"ES+",0.4125,-0.632455532033676,0.534522483824849,0.405598353049714
"1","ES-EN",1,"ES+",0.416666666666667,-0.632455532033676,0.534522483824849,0.405504846765843
"2","ES-EN",1,"ES+",0.395833333333333,-0.632455532033676,0.534522483824849,0.403915239940026
"3","ES-EN",1,"ES+",0.408333333333333,-0.632455532033676,0.534522483824849,0.405037315346485
"4","ES-EN",1,"ES+",0.4,-0.632455532033676,0.534522483824849,0.403634721088411
"0","ES-EU",1,"ES+",0.3875,-0.632455532033676,0.534522483824849,0.390241210192571
"1","ES-EU",1,"ES+",0.3875,-0.632455532033676,0.534522483824849,0.388745109650626
"2","ES-EU",1,"ES+",0.379166666666667,-0.632455532033676,0.534522483824849,0.389773678773214
"3","ES-EU",1,"ES+",0.358333333333333,-0.632455532033676,0.534522483824849,0.389119134786112
"4","ES-EU",1,"ES+",0.395833333333333,-0.632455532033676,0.534522483824849,0.389025628502241
"0","MONO",1,"ES+",0.383333333333333,-0.632455532033676,0.534522483824849,0.389275323417516
"1","MONO",1,"ES+",0.358333333333333,-0.632455532033676,0.534522483824849,0.386750653752983
"2","MONO",1,"ES+",0.395833333333333,-0.632455532033676,0.534522483824849,0.388433766862671
"3","MONO",1,"ES+",0.404166666666667,-0.632455532033676,0.534522483824849,0.389275323417516
"4","MONO",1,"ES+",0.404166666666667,-0.632455532033676,0.534522483824849,0.389836361120745
"0","ES-EN",2,"ES+",0.491666666666667,-0.316227766016838,-0.267261241912424,0.494574543525905
"1","ES-EN",2,"ES+",0.504166666666667,-0.316227766016838,-0.267261241912424,0.494481037242033
"2","ES-EN",2,"ES+",0.4875,-0.316227766016838,-0.267261241912424,0.492891430416216
"3","ES-EN",2,"ES+",0.475,-0.316227766016838,-0.267261241912424,0.494013505822675
"4","ES-EN",2,"ES+",0.4875,-0.316227766016838,-0.267261241912424,0.492610911564601
"0","ES-EU",2,"ES+",0.504166666666667,-0.316227766016838,-0.267261241912424,0.490169781621143
"1","ES-EU",2,"ES+",0.504166666666667,-0.316227766016838,-0.267261241912424,0.488673681079197
"2","ES-EU",2,"ES+",0.5125,-0.316227766016838,-0.267261241912424,0.489702250201785
"3","ES-EU",2,"ES+",0.516666666666667,-0.316227766016838,-0.267261241912424,0.489047706214683
"4","ES-EU",2,"ES+",0.5,-0.316227766016838,-0.267261241912424,0.488954199930812
"0","MONO",2,"ES+",0.466666666666667,-0.316227766016838,-0.267261241912424,0.459203894846087
"1","MONO",2,"ES+",0.454166666666667,-0.316227766016838,-0.267261241912424,0.456679225181554
"2","MONO",2,"ES+",0.466666666666667,-0.316227766016838,-0.267261241912424,0.458362338291243
"3","MONO",2,"ES+",0.445833333333333,-0.316227766016838,-0.267261241912424,0.459203894846087
"4","MONO",2,"ES+",0.445833333333333,-0.316227766016838,-0.267261241912424,0.459764932549317
"0","ES-EN",3,"ES+",0.575,0,-0.534522483824849,0.557955495906857
"1","ES-EN",3,"ES+",0.566666666666667,0,-0.534522483824849,0.557861989622985
"2","ES-EN",3,"ES+",0.545833333333333,0,-0.534522483824849,0.556272382797168
"3","ES-EN",3,"ES+",0.566666666666667,0,-0.534522483824849,0.557394458203627
"4","ES-EN",3,"ES+",0.541666666666667,0,-0.534522483824849,0.555991863945554
"0","ES-EU",3,"ES+",0.575,0,-0.534522483824849,0.560812638764
"1","ES-EU",3,"ES+",0.545833333333333,0,-0.534522483824849,0.559316538222054
"2","ES-EU",3,"ES+",0.558333333333333,0,-0.534522483824849,0.560345107344642
"3","ES-EU",3,"ES+",0.541666666666667,0,-0.534522483824849,0.559690563357541
"4","ES-EU",3,"ES+",0.5375,0,-0.534522483824849,0.559597057073669
"0","MONO",3,"ES+",0.545833333333333,0,-0.534522483824849,0.519013418655611
"1","MONO",3,"ES+",0.504166666666667,0,-0.534522483824849,0.516488748991078
"2","MONO",3,"ES+",0.504166666666667,0,-0.534522483824849,0.518171862100766
"3","MONO",3,"ES+",0.525,0,-0.534522483824849,0.519013418655611
"4","MONO",3,"ES+",0.541666666666667,0,-0.534522483824849,0.51957445635884
"0","ES-EN",4,"ES+",0.620833333333333,0.316227766016838,-0.267261241912425,0.595741210192572
"1","ES-EN",4,"ES+",0.595833333333333,0.316227766016838,-0.267261241912425,0.5956477039087
"2","ES-EN",4,"ES+",0.5875,0.316227766016838,-0.267261241912425,0.594058097082883
"3","ES-EN",4,"ES+",0.604166666666667,0.316227766016838,-0.267261241912425,0.595180172489342
"4","ES-EN",4,"ES+",0.575,0.316227766016838,-0.267261241912425,0.593777578231268
"0","ES-EU",4,"ES+",0.604166666666667,0.316227766016838,-0.267261241912425,0.602169781621143
"1","ES-EU",4,"ES+",0.575,0.316227766016838,-0.267261241912425,0.600673681079197
"2","ES-EU",4,"ES+",0.604166666666667,0.316227766016838,-0.267261241912425,0.601702250201785
"3","ES-EU",4,"ES+",0.604166666666667,0.316227766016838,-0.267261241912425,0.601047706214684
"4","ES-EU",4,"ES+",0.583333333333333,0.316227766016838,-0.267261241912425,0.600954199930812
"0","MONO",4,"ES+",0.558333333333333,0.316227766016838,-0.267261241912425,0.568703894846087
"1","MONO",4,"ES+",0.545833333333333,0.316227766016838,-0.267261241912425,0.566179225181554
"2","MONO",4,"ES+",0.5625,0.316227766016838,-0.267261241912425,0.567862338291243
"3","MONO",4,"ES+",0.5625,0.316227766016838,-0.267261241912425,0.568703894846087
"4","MONO",4,"ES+",0.5875,0.316227766016838,-0.267261241912425,0.569264932549317
"0","ES-EN",5,"ES+",0.595833333333333,0.632455532033676,0.534522483824849,0.607931686383048
"1","ES-EN",5,"ES+",0.608333333333333,0.632455532033676,0.534522483824849,0.607838180099176
"2","ES-EN",5,"ES+",0.604166666666667,0.632455532033676,0.534522483824849,0.606248573273359
"3","ES-EN",5,"ES+",0.616666666666667,0.632455532033676,0.534522483824849,0.607370648679818
"4","ES-EN",5,"ES+",0.604166666666667,0.632455532033676,0.534522483824849,0.605968054421744
"0","ES-EU",5,"ES+",0.620833333333333,0.632455532033676,0.534522483824849,0.614241210192572
"1","ES-EU",5,"ES+",0.6125,0.632455532033676,0.534522483824849,0.612745109650626
"2","ES-EU",5,"ES+",0.616666666666667,0.632455532033676,0.534522483824849,0.613773678773214
"3","ES-EU",5,"ES+",0.620833333333333,0.632455532033676,0.534522483824849,0.613119134786112
"4","ES-EU",5,"ES+",0.620833333333333,0.632455532033676,0.534522483824849,0.613025628502241
"0","MONO",5,"ES+",0.6125,0.632455532033676,0.534522483824849,0.608275323417515
"1","MONO",5,"ES+",0.591666666666667,0.632455532033676,0.534522483824849,0.605750653752982
"2","MONO",5,"ES+",0.6,0.632455532033676,0.534522483824849,0.607433766862671
"3","MONO",5,"ES+",0.629166666666667,0.632455532033676,0.534522483824849,0.608275323417515
"4","MONO",5,"ES+",0.6125,0.632455532033676,0.534522483824849,0.608836361120745
